时间                 ,期数         ,开奖结果
2020-02-28 19:34:05,20200228078,"03,07,05,01,02,04,06,10,09,08"
2020-02-28 19:39:05,20200228079,"02,01,04,05,09,03,06,07,10,08"
2020-02-28 19:44:05,20200228080,"04,08,09,01,10,02,05,07,03,06"
2020-02-28 19:49:05,20200228081,"07,05,09,10,08,02,01,06,04,03"
2020-02-28 19:54:05,20200228082,"07,05,02,03,06,09,10,01,08,04"
2020-02-28 19:59:05,20200228083,"07,09,01,05,08,10,04,06,03,02"
2020-02-28 20:04:05,20200228084,"06,05,08,04,07,09,03,02,10,01"
2020-02-28 20:09:05,20200228085,"05,06,10,04,01,03,08,02,07,09"
2020-02-28 20:14:05,20200228086,"07,06,01,02,09,05,03,08,04,10"
2020-02-28 20:19:05,20200228087,"03,09,08,05,04,01,02,06,07,10"
2020-02-28 20:24:05,20200228088,"01,08,04,09,07,10,06,05,03,02"
2020-02-28 20:29:05,20200228089,"06,07,04,02,10,09,03,05,08,01"
2020-02-28 20:34:05,20200228090,"05,08,02,10,01,06,04,07,09,03"
2020-02-28 20:39:05,20200228091,"07,06,04,09,01,08,03,02,05,10"
2020-02-28 20:44:05,20200228092,"09,05,07,10,03,04,06,08,01,02"
2020-02-28 20:49:05,20200228093,"06,10,04,03,02,07,09,08,01,05"
2020-02-28 20:54:05,20200228094,"09,08,06,05,04,02,01,03,10,07"
2020-02-28 20:59:05,20200228095,"03,07,09,01,08,02,10,06,05,04"
2020-02-28 21:04:05,20200228096,"02,06,05,03,10,07,04,01,08,09"
2020-02-28 21:09:05,20200228097,"09,07,08,01,03,05,06,02,10,04"
2020-02-28 21:14:05,20200228098,"07,03,08,05,10,06,09,01,04,02"
2020-02-28 21:19:05,20200228099,"09,03,04,10,06,02,01,05,07,08"
2020-02-28 21:24:05,20200228100,"06,04,02,09,01,08,10,05,03,07"
2020-02-28 21:29:05,20200228101,"08,07,10,09,03,05,02,04,01,06"
2020-02-28 21:34:05,20200228102,"02,06,10,09,05,07,01,04,08,03"
2020-02-28 21:39:05,20200228103,"03,02,01,04,06,09,07,10,05,08"
2020-02-28 21:44:05,20200228104,"06,03,10,01,08,04,09,05,07,02"
2020-02-28 21:49:05,20200228105,"03,09,06,02,04,01,10,07,08,05"
2020-02-28 21:54:05,20200228106,"02,01,06,05,08,10,09,07,04,03"
2020-02-28 21:59:05,20200228107,"03,07,01,08,05,06,09,04,10,02"
2020-02-28 22:04:05,20200228108,"01,10,07,04,05,03,09,08,02,06"
2020-02-28 22:09:05,20200228109,"06,09,08,07,05,03,10,04,02,01"
2020-02-28 22:14:05,20200228110,"08,01,05,03,04,02,10,07,09,06"
2020-02-28 22:19:05,20200228111,"05,03,10,08,09,06,07,02,04,01"
2020-02-28 22:24:05,20200228112,"09,03,08,01,06,10,05,07,02,04"
2020-02-28 22:29:05,20200228113,"07,05,10,03,06,08,04,01,09,02"
2020-02-28 22:34:05,20200228114,"02,08,04,09,05,01,07,06,10,03"
2020-02-28 22:39:05,20200228115,"08,07,10,01,05,02,09,06,04,03"
2020-02-28 22:44:05,20200228116,"10,06,05,08,01,02,09,03,04,07"
2020-02-28 22:49:05,20200228117,"02,06,09,07,08,01,10,04,03,05"
2020-02-28 22:54:05,20200228118,"10,03,08,09,02,04,01,07,05,06"
2020-02-28 22:59:05,20200228119,"03,06,07,09,10,05,01,08,02,04"
2020-02-28 23:04:05,20200228120,"03,05,06,08,09,04,02,01,10,07"
2020-02-28 23:09:05,20200228121,"03,06,07,02,10,04,09,05,01,08"
2020-02-28 23:14:05,20200228122,"10,01,09,04,02,03,05,08,07,06"
2020-02-28 23:19:05,20200228123,"10,02,03,07,09,06,05,04,01,08"
2020-02-28 23:24:05,20200228124,"05,06,01,07,04,08,02,10,09,03"
2020-02-28 23:29:05,20200228125,"04,10,03,08,06,09,01,07,05,02"
2020-02-28 23:34:05,20200228126,"10,04,06,09,07,03,08,01,05,02"
2020-02-28 23:39:05,20200228127,"04,06,03,07,08,10,09,01,05,02"
2020-02-28 23:44:05,20200228128,"06,08,01,10,02,03,09,05,04,07"
2020-02-28 23:49:05,20200228129,"01,07,05,04,10,02,06,03,09,08"
2020-02-28 23:54:05,20200228130,"02,03,04,07,08,05,01,09,06,10"
2020-02-28 23:59:05,20200228131,"07,01,05,08,02,04,03,06,09,10"
2020-02-29 00:04:05,20200228132,"04,09,10,05,03,08,01,07,06,02"
2020-02-29 00:09:05,20200228133,"08,01,09,07,04,06,10,02,05,03"
2020-02-29 00:14:05,20200228134,"01,02,07,10,03,06,09,08,04,05"
2020-02-29 00:19:05,20200228135,"07,10,03,05,09,06,01,02,04,08"
2020-02-29 00:24:05,20200228136,"09,08,02,05,01,10,06,07,04,03"
2020-02-29 00:29:05,20200228137,"04,10,08,01,09,07,06,05,02,03"
2020-02-29 01:39:05,20200228151,"04,08,01,06,10,02,07,03,05,09"
2020-02-29 01:44:05,20200228152,"01,08,10,02,06,03,05,07,09,04"
2020-02-29 01:49:05,20200228153,"03,06,01,08,09,02,05,07,04,10"
2020-02-29 01:54:05,20200228154,"01,10,04,05,06,02,07,03,08,09"
2020-02-29 01:59:05,20200228155,"10,02,09,07,01,03,08,04,06,05"
2020-02-29 02:04:05,20200228156,"09,10,08,06,01,03,04,07,02,05"
2020-02-29 02:09:05,20200228157,"10,01,06,05,02,07,03,09,04,08"
2020-02-29 02:14:05,20200228158,"04,03,10,05,06,07,01,02,08,09"
2020-02-29 02:19:05,20200228159,"08,06,09,07,01,04,10,05,03,02"
2020-02-29 02:24:05,20200228160,"03,10,09,05,08,07,02,04,01,06"
2020-02-29 02:29:05,20200228161,"02,04,06,09,01,10,03,05,07,08"
2020-02-29 02:34:05,20200228162,"04,09,01,03,08,02,10,06,07,05"
2020-02-29 02:39:05,20200228163,"07,09,01,08,04,10,05,02,06,03"
2020-02-29 02:44:05,20200228164,"02,07,09,03,06,05,01,08,04,10"
2020-02-29 02:49:05,20200228165,"08,07,05,09,01,03,10,02,06,04"
2020-02-29 02:54:05,20200228166,"05,02,08,04,03,10,07,09,01,06"
2020-02-29 02:59:05,20200228167,"08,03,01,05,07,06,02,10,09,04"
2020-02-29 03:04:05,20200228168,"03,01,05,08,04,09,07,10,06,02"
2020-02-29 03:09:05,20200228169,"01,06,03,05,08,02,10,04,07,09"
2020-02-29 03:14:05,20200228170,"07,01,05,03,04,09,02,10,06,08"
2020-02-29 03:19:05,20200228171,"08,07,09,10,06,02,04,01,03,05"
2020-02-29 03:24:05,20200228172,"05,02,08,04,06,07,10,03,09,01"
2020-02-29 03:29:05,20200228173,"01,07,09,03,05,04,08,06,10,02"
2020-02-29 03:34:05,20200228174,"06,04,08,10,07,05,02,09,01,03"
2020-02-29 03:39:05,20200228175,"05,09,01,10,08,02,06,03,07,04"
2020-02-29 03:44:05,20200228176,"04,01,05,10,06,08,02,09,07,03"
2020-02-29 03:49:05,20200228177,"08,10,01,02,03,05,07,06,04,09"
2020-02-29 03:54:05,20200228178,"10,06,02,05,07,03,09,04,01,08"
2020-02-29 03:59:05,20200228179,"01,08,10,05,03,02,04,09,07,06"
2020-02-29 04:04:05,20200228180,"10,07,04,09,02,08,01,03,06,05"
2020-02-29 13:09:05,20200229001,"08,06,05,09,10,01,03,04,02,07"
2020-02-29 13:14:05,20200229002,"07,02,03,08,10,06,01,04,09,05"
2020-02-29 13:19:05,20200229003,"03,04,07,05,09,01,02,08,10,06"
2020-02-29 13:24:05,20200229004,"10,05,01,06,02,08,09,04,07,03"
2020-02-29 13:29:05,20200229005,"02,10,06,04,08,05,09,03,07,01"
2020-02-29 13:34:05,20200229006,"01,02,08,03,10,07,09,06,05,04"
2020-02-29 13:39:05,20200229007,"07,01,04,09,08,06,03,02,10,05"
2020-02-29 13:44:05,20200229008,"03,08,01,09,05,07,10,02,04,06"
2020-02-29 13:49:05,20200229009,"04,07,05,09,01,02,06,08,03,10"
2020-02-29 13:54:05,20200229010,"03,08,01,06,05,09,10,04,07,02"
2020-02-29 13:59:05,20200229011,"09,01,08,05,02,06,04,03,07,10"
2020-02-29 14:04:05,20200229012,"09,10,04,05,08,02,01,07,06,03"
2020-02-29 14:09:05,20200229013,"01,02,09,06,08,05,07,10,04,03"
2020-02-29 14:14:05,20200229014,"03,09,02,10,04,05,07,01,08,06"
2020-02-29 14:19:05,20200229015,"05,09,07,08,02,10,04,06,01,03"
2020-02-29 14:24:05,20200229016,"01,09,04,06,08,02,03,10,05,07"
2020-02-29 14:29:05,20200229017,"02,03,10,06,05,07,08,04,01,09"
2020-02-29 14:34:05,20200229018,"04,03,06,02,05,10,07,09,08,01"
2020-02-29 14:39:05,20200229019,"05,08,09,04,01,02,06,07,10,03"
2020-02-29 14:44:05,20200229020,"06,09,07,03,04,05,08,02,01,10"
2020-02-29 14:49:05,20200229021,"05,06,02,08,04,07,09,10,03,01"
2020-02-29 14:54:05,20200229022,"09,02,05,04,10,08,07,06,01,03"
2020-02-29 14:59:05,20200229023,"07,09,05,08,03,02,01,10,06,04"
2020-02-29 15:04:05,20200229024,"05,02,10,09,08,03,07,06,01,04"
2020-02-29 15:09:05,20200229025,"09,02,03,05,07,10,04,06,08,01"
2020-02-29 15:14:05,20200229026,"01,02,05,06,08,03,10,04,07,09"
2020-02-29 15:19:05,20200229027,"07,01,08,04,03,05,09,02,06,10"
2020-02-29 15:24:05,20200229028,"01,06,03,10,09,05,04,08,07,02"
2020-02-29 15:29:05,20200229029,"07,06,08,03,02,04,10,01,05,09"
2020-02-29 15:34:05,20200229030,"05,06,02,08,09,01,07,03,10,04"
2020-02-29 15:39:05,20200229031,"02,08,09,10,05,04,07,03,01,06"
2020-02-29 15:44:05,20200229032,"08,07,01,09,03,10,06,05,04,02"
2020-02-29 15:49:05,20200229033,"03,09,02,06,10,08,01,04,07,05"
2020-02-29 15:54:05,20200229034,"08,07,09,06,10,02,05,04,01,03"
2020-02-29 15:59:05,20200229035,"10,03,07,04,08,05,06,09,02,01"
2020-02-29 16:04:05,20200229036,"06,01,08,03,04,02,07,09,10,05"
2020-02-29 16:09:05,20200229037,"07,09,06,05,01,10,02,08,03,04"
2020-02-29 16:14:05,20200229038,"10,05,02,03,01,04,06,08,07,09"
2020-02-29 16:19:05,20200229039,"01,04,03,10,08,09,07,06,05,02"
2020-02-29 16:24:05,20200229040,"05,07,06,01,09,08,04,02,10,03"
2020-02-29 16:29:05,20200229041,"09,03,06,04,05,02,01,08,10,07"
2020-02-29 16:34:05,20200229042,"01,02,04,05,09,10,03,07,08,06"
2020-02-29 16:39:05,20200229043,"05,09,08,10,03,02,06,01,04,07"
2020-02-29 16:44:05,20200229044,"04,02,09,07,08,03,05,01,10,06"
2020-02-29 16:49:05,20200229045,"03,06,08,10,05,01,09,02,04,07"
2020-02-29 16:54:05,20200229046,"08,03,05,10,01,02,04,09,07,06"
2020-02-29 16:59:05,20200229047,"03,04,01,09,10,05,07,08,06,02"
2020-02-29 17:04:05,20200229048,"03,08,10,02,04,07,09,01,05,06"
2020-02-29 17:09:05,20200229049,"01,03,02,05,10,09,06,07,08,04"
2020-02-29 17:14:05,20200229050,"02,07,09,05,03,08,01,06,10,04"
2020-02-29 17:19:05,20200229051,"07,03,06,09,10,02,04,01,05,08"
2020-02-29 17:24:05,20200229052,"08,04,03,10,02,06,01,05,09,07"
2020-02-29 17:29:05,20200229053,"05,02,10,06,09,08,03,01,07,04"
2020-02-29 17:34:05,20200229054,"10,02,04,01,09,03,07,05,08,06"
2020-02-29 17:39:05,20200229055,"01,05,02,08,03,06,07,09,10,04"
2020-02-29 17:44:05,20200229056,"02,05,08,06,04,03,09,10,01,07"
2020-02-29 17:49:05,20200229057,"02,08,03,04,05,09,06,10,01,07"
2020-02-29 17:54:05,20200229058,"01,05,08,02,04,10,06,09,07,03"
2020-02-29 17:59:05,20200229059,"03,10,07,06,09,01,02,04,08,05"
2020-02-29 18:04:05,20200229060,"02,05,04,08,10,01,06,07,09,03"
2020-02-29 18:09:05,20200229061,"06,08,09,03,05,04,07,02,10,01"
2020-02-29 18:14:05,20200229062,"02,10,04,03,06,01,08,09,05,07"
2020-02-29 18:19:05,20200229063,"09,08,06,07,03,04,01,02,05,10"
2020-02-29 18:24:05,20200229064,"07,01,03,04,08,09,10,06,02,05"
2020-02-29 18:29:05,20200229065,"01,03,07,05,02,10,08,09,04,06"
2020-02-29 18:34:05,20200229066,"08,06,10,01,03,09,02,04,05,07"
2020-02-29 18:39:05,20200229067,"02,10,09,04,06,05,03,08,01,07"
2020-02-29 18:44:05,20200229068,"08,02,09,10,03,05,01,04,06,07"
2020-02-29 18:49:05,20200229069,"01,09,04,02,08,07,06,05,10,03"
2020-02-29 18:54:05,20200229070,"01,04,05,08,03,07,06,02,10,09"
2020-02-29 18:59:05,20200229071,"10,03,04,06,02,01,07,09,08,05"
2020-02-29 19:04:05,20200229072,"07,09,06,05,04,10,08,01,02,03"
2020-02-29 19:09:05,20200229073,"10,06,09,04,05,01,02,08,07,03"
2020-02-29 19:14:05,20200229074,"09,07,02,03,01,04,05,06,08,10"
2020-02-29 19:19:05,20200229075,"08,06,01,07,10,09,04,05,02,03"
2020-02-29 19:24:05,20200229076,"08,04,10,03,06,07,01,09,05,02"
2020-02-29 19:29:05,20200229077,"06,09,01,03,04,10,08,05,07,02"
2020-02-29 19:34:05,20200229078,"03,09,07,04,02,05,01,10,08,06"
2020-02-29 19:39:05,20200229079,"07,05,10,09,06,01,04,03,02,08"
2020-02-29 19:44:05,20200229080,"06,03,07,01,08,10,04,09,02,05"
2020-02-29 19:49:05,20200229081,"10,02,01,09,07,08,03,06,04,05"
2020-02-29 19:54:05,20200229082,"01,07,04,10,08,03,02,09,06,05"
2020-02-29 19:59:05,20200229083,"06,05,04,07,02,09,08,10,01,03"
2020-02-29 20:04:05,20200229084,"07,01,10,04,03,02,08,05,09,06"
2020-02-29 20:09:05,20200229085,"06,08,07,02,03,04,09,05,10,01"
2020-02-29 20:14:05,20200229086,"02,09,08,04,07,03,10,06,01,05"
2020-02-29 20:19:05,20200229087,"03,08,04,05,01,07,09,10,06,02"
2020-02-29 20:24:05,20200229088,"07,01,02,08,06,03,10,04,09,05"
2020-02-29 20:29:05,20200229089,"01,02,03,05,06,04,07,08,10,09"
2020-02-29 20:34:05,20200229090,"05,10,03,02,06,07,09,08,04,01"
2020-02-29 20:39:05,20200229091,"06,07,10,01,08,05,04,02,03,09"
2020-02-29 20:44:05,20200229092,"04,03,06,10,01,05,08,02,09,07"
2020-02-29 20:49:05,20200229093,"05,01,02,04,07,08,09,10,06,03"
2020-02-29 20:54:05,20200229094,"03,07,02,09,01,08,05,10,04,06"
2020-02-29 20:59:05,20200229095,"04,02,01,09,03,07,06,10,08,05"
2020-02-29 21:04:05,20200229096,"03,07,10,01,02,04,06,08,05,09"
2020-02-29 21:09:05,20200229097,"07,10,04,05,03,09,02,01,06,08"
2020-02-29 21:14:05,20200229098,"08,06,02,09,04,01,07,03,05,10"
2020-02-29 21:19:05,20200229099,"04,07,05,02,01,03,06,10,09,08"
2020-02-29 21:24:05,20200229100,"05,04,07,09,01,08,10,03,06,02"
2020-02-29 21:29:05,20200229101,"03,04,08,09,10,05,07,01,06,02"
2020-02-29 21:34:05,20200229102,"05,04,03,02,10,01,07,09,08,06"
2020-02-29 21:39:05,20200229103,"09,06,05,03,07,01,04,10,02,08"
2020-02-29 21:44:05,20200229104,"10,01,09,05,07,03,02,06,04,08"
2020-02-29 21:49:05,20200229105,"10,01,02,03,06,09,04,05,07,08"
2020-02-29 21:54:05,20200229106,"10,02,05,09,06,01,03,07,04,08"
2020-02-29 21:59:05,20200229107,"03,01,02,04,10,08,05,09,07,06"
2020-02-29 22:04:05,20200229108,"08,10,09,06,04,07,01,05,03,02"
2020-02-29 22:09:05,20200229109,"10,08,03,02,06,09,01,04,07,05"
2020-02-29 22:14:05,20200229110,"01,03,07,02,05,10,08,09,06,04"
2020-02-29 22:19:05,20200229111,"03,08,02,05,07,09,10,06,01,04"
2020-02-29 22:24:05,20200229112,"04,02,05,01,10,07,09,06,03,08"
2020-02-29 22:29:05,20200229113,"05,09,01,07,06,08,04,03,10,02"
2020-02-29 22:34:05,20200229114,"09,04,03,05,01,06,02,10,07,08"
2020-02-29 22:39:05,20200229115,"07,01,06,05,09,08,03,02,04,10"
2020-02-29 22:44:05,20200229116,"04,05,06,02,03,07,09,01,10,08"
2020-02-29 22:49:05,20200229117,"10,04,02,08,07,09,06,05,03,01"
2020-02-29 22:54:05,20200229118,"05,06,01,03,04,02,07,10,08,09"
2020-02-29 22:59:05,20200229119,"02,03,06,09,08,07,05,01,04,10"
2020-02-29 23:04:05,20200229120,"06,10,03,04,01,08,09,02,05,07"
2020-02-29 23:09:05,20200229121,"06,09,07,04,01,08,10,03,02,05"
2020-02-29 23:14:05,20200229122,"08,02,09,10,06,03,04,05,07,01"
2020-02-29 23:19:05,20200229123,"02,01,06,04,08,10,09,07,03,05"
2020-02-29 23:24:05,20200229124,"02,04,05,08,06,01,09,07,10,03"
2020-02-29 23:29:05,20200229125,"09,07,02,05,04,08,06,01,03,10"
2020-02-29 23:34:05,20200229126,"02,09,10,06,07,05,01,08,03,04"
2020-02-29 23:39:05,20200229127,"05,10,04,02,03,01,07,08,06,09"
2020-02-29 23:44:05,20200229128,"09,02,04,01,05,06,07,03,08,10"
2020-02-29 23:49:05,20200229129,"08,03,02,04,09,06,01,07,05,10"
2020-02-29 23:54:05,20200229130,"04,01,03,02,05,09,06,08,07,10"
2020-02-29 23:59:05,20200229131,"06,09,02,03,07,04,05,08,10,01"
2020-03-01 00:04:05,20200229132,"06,02,09,04,01,03,07,05,10,08"
2020-03-01 00:09:05,20200229133,"10,07,08,05,03,04,09,06,01,02"
2020-03-01 00:14:05,20200229134,"03,04,08,10,05,02,07,09,01,06"
2020-03-01 00:19:05,20200229135,"06,05,09,08,04,03,01,02,10,07"
2020-03-01 00:24:05,20200229136,"08,04,10,06,07,03,02,09,01,05"
2020-03-01 00:29:05,20200229137,"01,04,02,05,10,09,08,03,06,07"
2020-03-01 00:34:05,20200229138,"07,10,04,03,01,05,06,02,08,09"
2020-03-01 00:39:05,20200229139,"04,07,09,06,10,05,03,02,01,08"
2020-03-01 00:44:05,20200229140,"05,07,04,08,06,09,01,10,03,02"
2020-03-01 00:49:05,20200229141,"04,10,07,03,08,06,01,09,05,02"
2020-03-01 00:54:05,20200229142,"05,02,06,04,09,07,08,10,03,01"
2020-03-01 00:59:05,20200229143,"02,05,03,06,04,09,10,07,01,08"
2020-03-01 01:04:05,20200229144,"05,01,07,09,06,04,03,10,02,08"
2020-03-01 01:09:05,20200229145,"08,01,02,04,03,09,05,10,07,06"
2020-03-01 01:14:05,20200229146,"08,07,10,04,06,05,09,03,02,01"
2020-03-01 01:19:05,20200229147,"01,10,04,02,06,03,09,05,08,07"
2020-03-01 01:24:05,20200229148,"04,10,07,02,01,09,06,05,03,08"
2020-03-01 01:29:05,20200229149,"03,02,05,10,04,07,09,06,01,08"
2020-03-01 01:34:05,20200229150,"03,04,09,06,02,01,08,05,10,07"
2020-03-01 01:39:05,20200229151,"06,07,04,01,03,08,10,05,09,02"
2020-03-01 01:44:05,20200229152,"06,10,04,01,08,07,09,05,02,03"
2020-03-01 01:49:05,20200229153,"01,03,07,02,06,09,05,10,08,04"
2020-03-01 01:54:05,20200229154,"08,02,07,10,06,01,04,09,03,05"
2020-03-01 01:59:05,20200229155,"03,07,08,04,01,05,10,09,02,06"
2020-03-01 02:04:05,20200229156,"02,01,05,04,06,03,10,07,08,09"
2020-03-01 02:09:05,20200229157,"02,07,05,10,04,08,06,01,03,09"
2020-03-01 02:14:05,20200229158,"08,02,07,04,05,03,09,06,01,10"
2020-03-01 02:19:05,20200229159,"09,02,06,08,10,04,01,05,07,03"
2020-03-01 02:24:05,20200229160,"02,10,01,03,08,09,06,04,05,07"
2020-03-01 02:29:05,20200229161,"10,08,04,05,03,01,06,07,09,02"
2020-03-01 02:34:05,20200229162,"01,02,07,04,10,08,06,03,09,05"
2020-03-01 02:39:05,20200229163,"01,02,05,09,10,04,07,08,03,06"
2020-03-01 02:44:05,20200229164,"02,05,04,03,07,08,01,10,09,06"
2020-03-01 02:49:05,20200229165,"01,06,07,10,04,05,09,02,08,03"
2020-03-01 02:54:05,20200229166,"06,04,01,02,10,08,03,09,05,07"
2020-03-01 02:59:05,20200229167,"07,04,02,09,05,08,10,01,06,03"
2020-03-01 03:04:05,20200229168,"07,08,03,02,06,05,01,10,04,09"
2020-03-01 03:09:05,20200229169,"06,07,10,09,04,08,02,03,01,05"
2020-03-01 03:14:05,20200229170,"10,03,06,02,04,01,07,09,05,08"
2020-03-01 03:19:05,20200229171,"06,02,08,10,01,05,07,04,03,09"
2020-03-01 03:24:05,20200229172,"03,08,01,02,05,04,10,07,09,06"
2020-03-01 03:29:05,20200229173,"07,04,08,06,01,05,10,09,02,03"
2020-03-01 03:34:05,20200229174,"10,01,03,08,06,05,07,02,09,04"
2020-03-01 03:39:05,20200229175,"02,01,10,04,05,06,07,03,09,08"
2020-03-01 03:44:05,20200229176,"04,10,03,07,08,02,01,05,09,06"
2020-03-01 03:49:05,20200229177,"04,09,10,08,07,06,05,01,03,02"
2020-03-01 03:54:05,20200229178,"01,06,02,09,10,08,04,05,03,07"
2020-03-01 03:59:05,20200229179,"09,10,07,04,01,06,05,08,03,02"
2020-03-01 04:04:05,20200229180,"09,06,01,07,08,05,02,03,10,04"
2020-03-01 13:09:05,20200301001,"03,07,01,08,02,09,06,05,04,10"
2020-03-01 13:14:05,20200301002,"03,06,09,04,08,02,05,07,10,01"
2020-03-01 13:19:05,20200301003,"09,03,07,08,04,06,05,01,02,10"
2020-03-01 13:24:05,20200301004,"01,03,10,08,02,07,04,06,09,05"
2020-03-01 13:29:05,20200301005,"04,02,07,10,03,08,09,01,06,05"
2020-03-01 13:34:05,20200301006,"01,08,03,10,09,04,05,02,07,06"
2020-03-01 13:39:05,20200301007,"04,02,06,07,05,10,03,08,09,01"
2020-03-01 13:44:05,20200301008,"06,05,02,07,04,10,09,01,08,03"
2020-03-01 13:49:05,20200301009,"07,01,02,05,03,06,10,09,04,08"
2020-03-01 13:54:05,20200301010,"07,10,05,01,06,08,02,04,03,09"
2020-03-01 13:59:05,20200301011,"05,08,01,03,10,07,02,04,06,09"
2020-03-01 14:04:05,20200301012,"03,09,04,07,06,05,02,01,10,08"
2020-03-01 14:09:05,20200301013,"08,04,05,09,07,06,02,01,03,10"
2020-03-01 14:14:05,20200301014,"02,03,05,07,09,04,01,06,08,10"
2020-03-01 14:19:05,20200301015,"07,01,09,05,06,10,08,03,04,02"
2020-03-01 14:24:05,20200301016,"07,06,08,04,09,01,03,10,05,02"
2020-03-01 14:29:05,20200301017,"08,06,04,10,05,03,02,01,07,09"
2020-03-01 14:34:05,20200301018,"09,06,08,07,05,02,01,03,04,10"
2020-03-01 14:39:05,20200301019,"05,02,01,10,03,09,07,08,06,04"
2020-03-01 14:44:05,20200301020,"10,03,08,06,02,01,04,07,05,09"
2020-03-01 14:49:05,20200301021,"08,07,01,06,05,03,04,10,02,09"
2020-03-01 14:54:05,20200301022,"02,05,01,08,03,09,04,06,10,07"
2020-03-01 14:59:05,20200301023,"03,01,04,07,08,06,10,05,09,02"
2020-03-01 15:04:05,20200301024,"07,03,02,01,08,05,09,06,04,10"
2020-03-01 15:09:05,20200301025,"04,09,10,03,08,02,07,05,01,06"
2020-03-01 15:14:05,20200301026,"02,08,09,06,03,04,07,10,01,05"
2020-03-01 15:19:05,20200301027,"09,07,02,04,01,10,05,06,03,08"
2020-03-01 15:24:05,20200301028,"07,10,03,01,08,05,04,09,02,06"
2020-03-01 15:29:05,20200301029,"08,04,05,07,09,10,02,01,06,03"
2020-03-01 15:34:05,20200301030,"01,02,03,10,07,05,09,08,04,06"
2020-03-01 15:39:05,20200301031,"07,03,06,08,05,02,09,04,01,10"
2020-03-01 15:44:05,20200301032,"07,03,02,01,09,10,06,05,04,08"
2020-03-01 15:49:05,20200301033,"08,02,03,10,01,07,09,04,06,05"
2020-03-01 15:54:05,20200301034,"09,10,07,03,04,01,05,02,06,08"
2020-03-01 15:59:05,20200301035,"02,01,08,04,06,07,03,09,05,10"
2020-03-01 16:04:05,20200301036,"03,07,02,08,01,05,04,10,09,06"
2020-03-01 16:09:05,20200301037,"06,02,09,03,04,07,01,05,08,10"
2020-03-01 16:14:05,20200301038,"01,07,05,09,03,04,10,06,08,02"
2020-03-01 16:19:05,20200301039,"06,04,07,01,05,10,09,03,02,08"
2020-03-01 16:24:05,20200301040,"09,08,02,03,05,01,04,10,06,07"
2020-03-01 16:29:05,20200301041,"01,03,09,08,10,02,07,04,06,05"
2020-03-01 16:34:05,20200301042,"02,06,05,01,10,03,08,07,09,04"
2020-03-01 16:39:05,20200301043,"02,01,05,10,04,03,08,07,06,09"
2020-03-01 16:44:05,20200301044,"03,08,09,02,07,10,06,01,04,05"
2020-03-01 16:49:05,20200301045,"01,09,04,07,03,06,10,08,02,05"
2020-03-01 16:54:05,20200301046,"06,07,03,01,02,09,04,05,10,08"
2020-03-01 16:59:05,20200301047,"06,05,03,10,09,01,07,04,08,02"
2020-03-01 17:04:05,20200301048,"01,06,07,08,04,10,02,05,03,09"
2020-03-01 17:09:05,20200301049,"07,02,04,05,01,08,03,09,10,06"
2020-03-01 17:14:05,20200301050,"02,09,07,04,01,08,10,03,06,05"
2020-03-01 17:19:05,20200301051,"09,02,04,06,08,03,07,01,05,10"
2020-03-01 17:24:05,20200301052,"08,03,04,10,05,09,02,07,01,06"
2020-03-01 17:29:05,20200301053,"02,01,10,04,07,09,03,05,08,06"
2020-03-01 17:34:05,20200301054,"08,02,05,09,10,07,04,01,03,06"
2020-03-01 17:39:05,20200301055,"03,02,09,07,04,08,06,05,01,10"
2020-03-01 17:44:05,20200301056,"05,04,03,08,02,06,09,10,07,01"
2020-03-01 17:49:05,20200301057,"07,06,04,10,08,03,09,01,05,02"
2020-03-01 17:54:05,20200301058,"07,05,01,08,09,10,02,03,04,06"
2020-03-01 17:59:05,20200301059,"10,03,04,09,06,05,02,08,07,01"
2020-03-01 18:04:05,20200301060,"02,06,08,10,05,03,01,04,07,09"
2020-03-01 18:09:05,20200301061,"06,03,05,08,04,02,07,09,10,01"
2020-03-01 18:14:05,20200301062,"03,08,05,07,04,01,02,10,09,06"
2020-03-01 18:19:05,20200301063,"02,09,06,05,03,01,04,10,08,07"
2020-03-01 18:24:05,20200301064,"06,10,04,08,02,09,07,03,05,01"
2020-03-01 18:29:05,20200301065,"09,02,04,06,01,03,10,08,07,05"
2020-03-01 18:34:05,20200301066,"06,10,04,05,07,09,01,02,03,08"
2020-03-01 18:39:05,20200301067,"05,06,03,02,07,08,04,09,01,10"
2020-03-01 18:44:05,20200301068,"08,01,09,05,02,03,07,04,06,10"
2020-03-01 18:49:05,20200301069,"09,07,05,01,10,03,02,06,04,08"
2020-03-01 18:54:05,20200301070,"08,09,10,03,05,06,04,02,07,01"
2020-03-01 18:59:05,20200301071,"02,03,09,08,06,07,01,04,05,10"
2020-03-01 19:04:05,20200301072,"09,10,03,05,02,08,06,07,04,01"
2020-03-01 19:09:05,20200301073,"09,05,04,01,03,08,07,06,10,02"
2020-03-01 19:14:05,20200301074,"08,07,09,06,02,01,04,10,05,03"
2020-03-01 19:19:05,20200301075,"07,05,02,01,10,08,04,03,09,06"
2020-03-01 19:24:05,20200301076,"06,09,10,02,03,07,05,08,01,04"
2020-03-01 19:29:05,20200301077,"10,07,05,06,09,04,08,02,03,01"
2020-03-01 19:34:05,20200301078,"10,03,04,07,06,01,05,08,02,09"
2020-03-01 19:39:05,20200301079,"02,03,10,05,07,08,09,04,01,06"
